Simple	English	semantic-similarity
A dependent personality disorder  is a personality disorder that involves a psychological dependence on other people. This personality disorder is a long-term  condition in which people depend on others to meet their emotional and physical needs. Only a small percentage of people with dependent personality disorders are eventually able to manage on their own.	Dependent personality disorder  is a personality disorder that is characterized by a pervasive psychological dependence on other people. This personality disorder is a long-term condition  in which people depend on others to meet their emotional and physical needs, with only a minority achieving normal levels of independence. Dependent personality disorder is a Cluster C personality disorder ,  characterized by excessive fear and anxiety. It begins by early adulthood, and it is present in a variety of contexts and is associated with inadequate functioning. Symptoms can include anything from extreme passivity, devastation or helplessness when relationships end, avoidance of responsibilities and severe submission. People who have dependent personality disorder are overdependent on other people when it comes to making decisions. They cannot make a decision on their own as they need constant approval from other people. Consequently, individuals diagnosed with DPD tend to place needs and opinions of others above their own as they do not have the confidence to trust their decisions. This kind of behaviour can explain why people with DPD tend to show passive and clingy behaviour. These individuals display a fear of separation and cannot stand being alone. When alone, they experience feelings of isolation and loneliness due to their overwhelming dependence on other people. Generally people with DPD are also pessimistic: they expect the worst out of situations or believe that the worst will happen. They tend to be more introverted and are more sensitive to criticism and fear rejection.  People with a history of neglect and an abusive upbringing are more susceptible to develop DPD, specifically those involved in long-term abusive relationships. Those with overprotective or authoritarian parents are also more at risk to develop DPD. Having a family history of anxiety disorder can play a role in the development of DPD as a 2004 twin study found a 0.81 heritability for personality disorders collectively. 	3.2985373
SARS coronavirus 2  is a positive-sense , single-stranded RNA coronavirus which causes the disease COVID-19 .  It used to be known as 2019 novel coronavirus  by the World Health Organization .   The virus started the 2019–20 coronavirus outbreak .    The first suspected cases were reported to the WHO on December 31, 2019.   Many early cases of this new coronavirus were linked to Huanan Seafood Wholesale Market, a large seafood and animal market in Wuhan , China. The virus may have come from infected animals. It is not certain that this place was the source of the pandemic .  The genetic material of this virus showed many similarities to SARS-CoV   and bat coronaviruses .  This means the virus may have originally come from bats .    Scientists did more experiments that showed the virus probably went from bats to an intermediate host , meaning another animal in between bats and humans.  The viruses in that other animal changed over time until they could infect humans.  Scientists are close to sure that the original animal was a bat but not sure what the intermediate animal was.  Some scientists think it could have been a pangolin because there are coronaviruses that live in pangolins even though they are not exactly the same as SARS-CoV-2 or the ones in bats.  Pangolins are an endangered species and buying, selling or moving them from place to place is illegal in China and many other countries.  But their scales are an ingredient in many traditional Chinese medicines , so they are often sold on the black market .  Although SARS-CoV-2 began in bats, scientists noticed that the bats do not get sick and die from it.  They think this is because the bats have very careful immune systems that fight the virus without causing inflammation .  Scientists are studying bats because of this.  	Severe acute respiratory syndrome coronavirus 2   is the virus that causes COVID-19 , the respiratory illness responsible for the COVID-19 pandemic .  Also colloquially known simply as the coronavirus , it was previously referred to by its provisional name , 2019 novel coronavirus ,     and has also been called human coronavirus 2019 .     The World Health Organization declared the outbreak a Public Health Emergency of International Concern on 30 January 2020, and a pandemic on 11 March 2020.   SARS‑CoV‑2 is a positive-sense single-stranded RNA virus  that is contagious in humans.  As described by the US National Institutes of Health , it is the successor to SARS-CoV-1 , the virus that caused the 2002–2004 SARS outbreak .  SARS‑CoV‑2 is a virus of the species severe acute respiratory syndrome–related coronavirus .  It is believed to have zoonotic origins and has close genetic similarity to bat coronaviruses, suggesting it emerged from a bat-borne virus .   Research is ongoing as to whether SARS‑CoV‑2 came directly from bats or indirectly through any intermediate hosts.  The virus shows little genetic diversity , indicating that the spillover event introducing SARS‑CoV‑2 to humans is likely to have occurred in late 2019. 	3.2973392
SARS coronavirus 2  is a positive-sense , single-stranded RNA coronavirus which causes the disease COVID-19 .  It used to be known as 2019 novel coronavirus  by the World Health Organization .   The virus started the 2019–20 coronavirus outbreak .    The first suspected cases were reported to the WHO on December 31, 2019.   Many early cases of this new coronavirus were linked to Huanan Seafood Wholesale Market, a large seafood and animal market in Wuhan , China. The virus may have come from infected animals. It is not certain that this place was the source of the pandemic .  The genetic material of this virus showed many similarities to SARS-CoV   and bat coronaviruses .  This means the virus may have originally come from bats .    Scientists did more experiments that showed the virus probably went from bats to an intermediate host , meaning another animal in between bats and humans.  The viruses in that other animal changed over time until they could infect humans.  Scientists are close to sure that the original animal was a bat but not sure what the intermediate animal was.  Some scientists think it could have been a pangolin because there are coronaviruses that live in pangolins even though they are not exactly the same as SARS-CoV-2 or the ones in bats.  Pangolins are an endangered species and buying, selling or moving them from place to place is illegal in China and many other countries.  But their scales are an ingredient in many traditional Chinese medicines , so they are often sold on the black market .  Although SARS-CoV-2 began in bats, scientists noticed that the bats do not get sick and die from it.  They think this is because the bats have very careful immune systems that fight the virus without causing inflammation .  Scientists are studying bats because of this.  	Severe acute respiratory syndrome coronavirus 2   is the virus that causes COVID-19 , the respiratory illness responsible for the COVID-19 pandemic .  Also colloquially known simply as the coronavirus , it was previously referred to by its provisional name , 2019 novel coronavirus ,     and has also been called human coronavirus 2019 .     The World Health Organization declared the outbreak a Public Health Emergency of International Concern on 30 January 2020, and a pandemic on 11 March 2020.   SARS‑CoV‑2 is a positive-sense single-stranded RNA virus  that is contagious in humans.  As described by the US National Institutes of Health , it is the successor to SARS-CoV-1 , the virus that caused the 2002–2004 SARS outbreak .  SARS‑CoV‑2 is a virus of the species severe acute respiratory syndrome–related coronavirus .  It is believed to have zoonotic origins and has close genetic similarity to bat coronaviruses, suggesting it emerged from a bat-borne virus .   Research is ongoing as to whether SARS‑CoV‑2 came directly from bats or indirectly through any intermediate hosts.  The virus shows little genetic diversity , indicating that the spillover event introducing SARS‑CoV‑2 to humans is likely to have occurred in late 2019. 	3.2973392
The Germ theory of disease is a theory in biology . It says that small organisms , also known as microbes , cause some diseases . These diseases are called infectious diseases . The germ theory states that small organisms cause a reaction in the body of those who are infected. The body's reaction to infection is called a disease. Many scientists and doctors in history figured out that diseases are caused by microscopic organisms. Even after the microscope was invented, people still didn't know that germs caused diseases. People long believed that "bad air " from stinky trash dumps and from rotting meat was the cause of diseases. So people thought that covering their mouth and nose with a cloth would help filter out the "bad air." Scientists and doctors would use garlic and perfumes to ward off the bad air. But people still got sick and even died, so this theory was wrong. Polluted air is not the cause of disease. One problem with the old theories of disease was that people believed that living things were spontaneously generated. Spontaneous generation is when something like a fly grows from a small speck of smelly meat. That old theory is called abiogenesis . In the seventeenth century, Francesco Redi  discovered that flies lay eggs that become maggots . Prior to this, people thought that maggots came from rotting meat. He discovered this by sealing some meat in a jar and watching it. No maggots were found on the sealed meat. He also put some meat in a jar and covered it with gauze. Maggots were found on the gauze but not inside the jar. But when he placed meat in an open jar, maggots were found on the meat and inside the jar. Experiments like this proved that maggots come from flies who lay eggs, not from rotting meat. Later scientists would prove that diseases did not come from the air. Diseases are spread by infection. Also in the eighteenth century, Antonie van Leeuwenhoek discovered the first microscopic organisms with a microscope. He was the first microbiologist. He saw some of the microscopic organisms that cause diseases, but he didn't know what they were. In 1700, Nicolas Andry thought that some of these microscopic organisms caused smallpox and other diseases. Over 100 years later, Agostino Bassi figured out what caused disease in silkworms . Ignaz Semmelweis was a doctor who figured out that if doctors washed their hands after touching dead people, that other patients wouldn't get sick. That was in 1847. It was about this time that sanitation and hand washing became popular with some, but not all doctors. Doctors began to use chemicals to cleanse wounds and clean their tools between each patient.	The germ theory of disease is the currently accepted scientific theory for many diseases . It states that microorganisms known as pathogens or "germs" can lead to disease. These small organisms, too small to see without magnification, invade humans, other animals, and other living hosts. Their growth and reproduction within their hosts can cause disease. "Germ" may refer to not just a bacterium but to any type of microorganism, such as protists or fungi , or even non-living pathogens that can cause disease, such as viruses , prions , or viroids .  Diseases caused by pathogens are called infectious diseases . Even when a pathogen is the principal cause of a disease, environmental and hereditary factors often influence the severity of the disease, and whether a potential host individual becomes infected when exposed to the pathogen. Basic forms of germ theory were proposed in the late Middle Ages by physicians including Ibn Sina in 1025,  Ibn Khatima and Ibn al-Khatib in the 14th century,  Girolamo Fracastoro in 1546, and expanded upon by Marcus von Plenciz in 1762. However, such views were held in disdain in Europe, where Galen's miasma theory remained dominant among scientists and doctors.	3.2955353
Frequent urination is the urge to urinate more often than usual. Diuretics are substances that cause frequent urination. The most common cause of frequent urination is an infection of the urinary tract . Frequent urination does not need to be linked to a disease, though: things like being pregnant or being stressed can also cause it.	Frequent urination is the need to urinate more often than usual. Diuretics or medications that will increase urinary frequency. Nocturia is the need of frequent urination at night.  The most common cause of urinary frequency for women and children is a urinary tract infection . The most common cause of urinary frequency in older men is an enlarged prostate .  Frequent urination is strongly associated with frequent incidents of urinary urgency , which is the sudden need to urinate.  It is often, though not necessarily, associated with urinary incontinence and polyuria . However, in other cases, urinary frequency involves only normal volumes of urine overall.   The normal number of times varies according to the age of the person.  Among young children, urinating 8 to 14 times each day is typical.  This decreases to 6 to 12 times per day for older children, and to four to six times per day among teenagers. 	3.2861936
Drug withdrawal is the group of symptoms that occur upon the fast discontinuation or decrease in intake of medications or recreational drugs .  In order to experience the symptoms of withdrawal, one must have first developed a form of drug addiction , which may occur as physical dependence , psychological dependence , or both.  Anger : Because many marijuana users smoke as a means of escaping from difficult emotions, they don’t know how to regulate those emotions naturally.  The anger during withdrawal can range from a steady, mild stream of rage to a sudden and volatile outburst.  These can stem from feelings of anxiety and a general lack of emotional control during the first few days of withdrawing, which results in swaying back and forth between anger and euphoria.  However, these unbalanced emotions often regulate themselves naturally within three months. Insomnia : One of the most commonly reported symptoms associated with marijuana withdrawal is insomnia. This can range from a handful of consecutive sleepless nights to occasional sleepless nights over the course of several months. Nightmares : Nightmares and other forms of vivid dreams are also common in the later stages of withdrawal. They typically start about a week after last use and last anywhere from a week to a month. 	Drug withdrawal , drug withdrawal syndrome , or substance withdrawal syndrome ,  is the group of symptoms that occur upon the abrupt discontinuation or decrease in the intake of medicational or recreational drugs . In order for the symptoms of withdrawal to occur, one must have first developed a form of drug dependence . This may occur as physical dependence , psychological dependence or both. Drug dependence develops from consuming one or more substances over a period of time. Dependence arises in a dose-dependent manner and produces withdrawal symptoms that vary with the type of drug that is consumed. For example, prolonged use of an antidepressant medication is likely to cause a much different reaction when discontinued compared to discontinuation of an opioid , such as heroin . Withdrawal symptoms from opiates include anxiety, sweating, vomiting, and diarrhea. Alcohol withdrawal symptoms include irritability, fatigue, shaking, sweating, and nausea. Withdrawal from nicotine can cause irritability, fatigue, insomnia, headache, and difficulty concentrating. Many prescription and legal nonprescription substances can also cause withdrawal symptoms when individuals stop consuming them, even if they were taken as directed by a physician.	3.2767363
Amniocentesis is the name of a medical test that is often performed when screening babies . The test consist of taking a little Amniotic fluid , and testing this fluid . This fluid contains tissue of the embryo or fetus , and allows to determine the sex . It also allows to find certain birth defects .	Amniocentesis  is a medical procedure  used primarily in prenatal diagnosis of chromosomal abnormalities and fetal infections  as well as for sex determination . In this procedure, a small amount of amniotic fluid , which contains fetal tissues, is sampled from the amniotic sac surrounding a developing fetus . The fetal DNA is then examined for genetic abnormalities. The most common reason to have an amniocentesis performed is to determine whether a fetus has certain genetic disorders or a chromosomal abnormality, such as Down syndrome . Amniocentesis ) can diagnose these problems in the womb.  These prenatal examinations can prove helpful to expectant guardians, as they allow for evaluating the fetal health status and the feasibility of treatment.  An amniocentesis is performed when a woman is between 15 and 20 weeks gestation.  Women who choose to have this test are primarily those at increased risk for genetic and chromosomal problems, in part because the test is invasive and carries a small risk of miscarriage .  This process can be used for prenatal sex discernment and hence this procedure has legal restrictions in some countries.	3.270376
Diamond Princess is a British-registered cruise ship owned and operated by Princess Cruises . She began operation in March 2004 and mainly cruises in Asia during the northern hemisphere summer and Australia during the southern hemisphere summer. Diamond Princess was built in Nagasaki, Japan , by Mitsubishi Industries . There have been two known outbreaks of infectious disease on the ship – an outbreak of gastroenteritis caused by norovirus in 2016 and an outbreak of the COVID-19 coronavirus in 2020.  At least 712 out of the 3,711 passengers and crew were infected,  and fourteen have died. 	Diamond Princess is a British-registered cruise ship owned and operated by Princess Cruises . She began operation in March 2004 and primarily cruises in Asia during the northern hemisphere summer and Australia during the southern hemisphere summer. She is a subclassed Grand -class ship, which is also known as a Gem -class ship. Diamond Princess and her sister ship , Sapphire Princess , are the widest subclass of Grand -class ships, as they have a 37.5-metre  beam , while all other Grand -class ships have a beam of 36 metres . Diamond Princess and Sapphire Princess were both built in Nagasaki, Japan , by Mitsubishi Industries .	3.2633927
Diamond Princess is a British-registered cruise ship owned and operated by Princess Cruises . She began operation in March 2004 and mainly cruises in Asia during the northern hemisphere summer and Australia during the southern hemisphere summer. Diamond Princess was built in Nagasaki, Japan , by Mitsubishi Industries . There have been two known outbreaks of infectious disease on the ship – an outbreak of gastroenteritis caused by norovirus in 2016 and an outbreak of the COVID-19 coronavirus in 2020.  At least 712 out of the 3,711 passengers and crew were infected,  and fourteen have died. 	Diamond Princess is a British-registered cruise ship owned and operated by Princess Cruises . She began operation in March 2004 and primarily cruises in Asia during the northern hemisphere summer and Australia during the southern hemisphere summer. She is a subclassed Grand -class ship, which is also known as a Gem -class ship. Diamond Princess and her sister ship , Sapphire Princess , are the widest subclass of Grand -class ships, as they have a 37.5-metre  beam , while all other Grand -class ships have a beam of 36 metres . Diamond Princess and Sapphire Princess were both built in Nagasaki, Japan , by Mitsubishi Industries .	3.2633927
The Royal College of Physicians of London was the first medical group in England to receive a Royal Charter. It was created in 1518 and is one of the most active of all medical groups. It was originally created as the College of Physicians by royal charter of King Henry VIII in 1518.	The Royal College of Physicians  is a British professional membership body dedicated to improving the practice of medicine, chiefly through the accreditation of physicians by examination. Founded by royal charter from King Henry VIII in 1518, the RCP is the oldest medical college in England. It set the first international standard in the classification of diseases, and its library contains medical texts of great historical interest. The college is sometimes referred to as the Royal College of Physicians of London to differentiate it from other similarly named bodies. The RCP drives improvements in health and healthcare through advocacy, education and research. Its 40,000 members work in hospitals and communities across over 30 medical specialties with around a fifth based in over 80 countries worldwide.	3.2569559
Sinusitis means infection or inflammation of the sinuses , which are air-filled spaces inside the bones of the face. There are many symptoms, including thick nasal mucus , a plugged nose, and pain in the face. 	Sinusitis , also known as rhinosinusitis , is inflammation of the mucous membranes that line the sinuses resulting in symptoms that may include thick nasal mucus , a plugged nose , and facial pain .   Other signs and symptoms may include fever , headaches , a poor sense of smell , sore throat , and a cough .  It is defined as acute sinusitis if it lasts less than 4 weeks, and as chronic sinusitis if it lasts for more than 12 weeks.  Sinusitis can be caused by infection , allergies , air pollution , or structural problems in the nose.  Most cases are caused by a viral infection .  Recurrent episodes are more likely in persons with asthma , cystic fibrosis , and poor immune function .  X-rays are not usually needed unless complications are suspected.  In chronic cases, confirmatory testing is recommended by either direct visualization or computed tomography .  Some cases may be prevented by hand washing, avoiding smoking, and immunization .  Pain killers such as naproxen , nasal steroids , and nasal irrigation may be used to help with symptoms.   Recommended initial treatment for acute sinusitis is watchful waiting .  If symptoms do not improve in 7–10 days or get worse, then an antibiotic may be used or changed.  In those in whom antibiotics are used, either amoxicillin or amoxicillin/clavulanate is recommended first line.  Surgery may occasionally be used in people with chronic disease. 	3.2566073
Azathioprine is an immunosuppressant drug . It is used in, for example, the organ transplantation of kidneys .	Azathioprine , sold under the brand name Imuran , among others, is an immunosuppressive medication .  It is used in rheumatoid arthritis , granulomatosis with polyangiitis , Crohn's disease , ulcerative colitis , and systemic lupus erythematosus , and in kidney transplants to prevent rejection .     It is taken by mouth or injected into a vein .  Common side effects include bone-marrow suppression and vomiting .  Bone-marrow suppression is especially common in people with a genetic deficiency of the enzyme thiopurine S-methyltransferase .  Other serious risk factors include an increased risk of certain cancers .  Use during pregnancy may result in harm to the baby.  Azathioprine is in the purine analogue and antimetabolite family of medications.   It works via 6-thioguanine to disrupt the making of RNA and DNA by cells.   Azathioprine was first made in 1957.  It is on the World Health Organization's List of Essential Medicines .  In 2017, it was the 335th-most commonly prescribed medication in the United States, with more than 800,000 prescriptions. 	3.2545197
The Medical Renaissance from 1400 to 1700 AD is a period of progress in European medical knowledge. There was a new interest in the ideas of the ancient Greeks and Romans . The medical discoveries during the Medical Renaissance paved the way for modern medicine.   Progress made during the Medical Renaissance depended on several things.   By studying anatomy they learnt the positions of bones , muscles , and organs . Andreas Vesalius published De humani corporis fabrica  in 1543.  That was the first time in history that realistic diagrams of dissections were published. Much later  the Englishman William Harvey discovered that blood is pumped by the heart, travels through the body in blood vessels, and returns back to the heart in the circulatory system.  Thus basic facts of anatomy and physiology began to be understood by physicians . However, Harvey's work belongs to a later period. At the beginning of the period, in 1400, doctors were ignorant of physiology and had some  pretty strange ideas. In the renaissance, a very important theory in medicine was the Four humours or Four temperaments. This theory had begun with the Ancient Greeks , and influenced medical development until the 19th century. According to the theory, the body was filled with four different substances, called humours . When a person is healthy, these substances are in balance. When there is an imbalance between the humours, the person will be sick. The sickness can be cured by bringing the four humours back to balance. The four substances are: black bile , yellow bile, phlegm and blood . The Roman medic Galen still supported that theory, but refined it in many ways.	The Medical Renaissance , from around 1400 to 1700 CE , was a period of progress in European medical knowledge, with renewed interest in the ideas of the ancient Greek and Roman civilizations along with Arabic-Persian medicine , following the translation into Latin of many works from these societies. Medical discoveries during the Medical Renaissance are credited with paving the way for modern medicine. The Medical Renaissance began just as the original Renaissance did, in the early 16th century. Medical researchers continued their Renaissance-evoked practices into the late 17th century.   Progress made during the Medical Renaissance depended on several factors.   Printed books based on movable type , adopted in Europe from the middle of the 15th century, allowed the diffusion of medical ideas and anatomical diagrams. Linacre , Erasmus , Leonicello and Sylvius are among the list of the first scholars most credited for the starting of the Medical Renaissance.  Following after is Andreas Vesalius 's publication of De humani corporis fabrica  in 1543.  Better knowledge of the original writings of Galen in particular, developed into the learned medicine tradition through the more open attitudes of Renaissance humanism . Church control of the teachings of the medical profession and universities diminished, and dissection was more often possible.	3.250285
Eye Movement Desensitization and Reprocessing  is considered by many therapists as a major form of psychotherapy . Francine Shapiro, Ph.D., noted that recalling or thinking about disturbing events, coupled with eye-motion; audio input or sensory input  could aid unprocessed emotional trauma that are emotionally hurtful or painful to the body. The once painful emotional materials are un-embedded via recall of the event coupled with a sensory input which are 'metabolized' by the person's psyche from a painful and harmful state into a helpful learning experience. This processing has proven useful in helping overcome many traumatic events ranging from rape, family violence, physical or verbal abuse, first-responder shock, chronic pain, combat, hurtful memories; select health issues and unresolved, hurtful life experiences. EMDR involves the processing of painful emotional events via the recalling of the event...paired with movement of the eyes; the hearing of select sound; tactile contact; gustatory  input as an input into the brains processing. This process helps the client to move-on from the physical or emotional pain they are feeling. EMDR or Adaptive Information Processing  as it is alternatively named, has been being tested and researched in a large number of organizations since it was first discovered in 1987. Like all psychological theorems and processes it has it's admiring adherents and strong critics. The EMDR has training and trainers licensed internationally and over 10,000 psychologists and therapists qualified to practice in the U.S. TREATMENT DESCRIPTION	Eye movement desensitization and reprocessing  is a form of psychotherapy developed by Francine Shapiro starting in 1988 in which the person being treated is asked to recall distressing images; the therapist then directs the patient in one type of bilateral stimulation, such as side-to-side eye rapid movement  or hand tapping.  According to the 2013 World Health Organization practice guideline: "This therapy  is based on the idea that negative thoughts, feelings and behaviours are the result of unprocessed memories. The treatment involves standardized procedures that include focusing simultaneously on  spontaneous associations of traumatic images, thoughts, emotions and bodily sensations and  bilateral stimulation that is most commonly in the form of repeated eye movements."  EMDR is included in several evidence-based guidelines for the treatment of post-traumatic stress disorder , with varying levels of recommendation and evidence .    As of 2020, the American Psychological Association lists EMDR as an evidence-based treatment for PTSD  but stresses that "the available evidence can be interpreted in several ways" and notes there is debate about the precise mechanism by which EMDR appears to relieve PTSD symptoms with some evidence EMDR may simply be a variety of exposure therapy .  EMDR therapy was first developed by Francine Shapiro upon noticing that certain eye movements reduced the intensity of a disturbing thought. She then conducted a scientific study with trauma victims in 1988 and the research was published in the Journal of Traumatic Stress in 1989.  Her hypothesis was that when a traumatic or distressing experience occurs, it may overwhelm normal coping mechanisms , with the memory and associated stimuli being inadequately processed and stored in an isolated memory network. 	3.245937
COVID-19 Vaccines Global Access , abbreviated as COVAX , is a global program that helps give COVID-19 vaccines to people living in poor countries led by Gavi, the Vaccine Alliance ,  the World Health Organization , the Coalition for Epidemic Preparedness Innovations , and others.  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX. 	COVID-19 Vaccines Global Access , abbreviated as COVAX , is a worldwide initiative aimed at equitable access to COVID-19 vaccines directed by Gavi, the Vaccine Alliance ,  the Coalition for Epidemic Preparedness Innovations , and the World Health Organization .  It is one of the three pillars of the Access to COVID-19 Tools Accelerator , an initiative begun in April 2020 by the WHO, the European Commission , and the government of France as a response to the COVID-19 pandemic . COVAX coordinates international resources to enable low-to-middle-income countries equitable access to COVID-19 tests , therapies , and vaccines .  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX.  However, as of 11 April 2021, COVAX is falling short of its goal, having delivered 38.5 million doses despite a goal of 100 million by the end of March.   As of 9 May 2021, the WHO has approved the Oxford–AstraZeneca , the Pfizer–BioNTech , the Moderna as well as the Sinopharm BBIBP-CorV and Johnson & Johnson vaccines for emergency use.  These vaccines can be distributed as part of COVAX.  	3.2433362
COVID-19 Vaccines Global Access , abbreviated as COVAX , is a global program that helps give COVID-19 vaccines to people living in poor countries led by Gavi, the Vaccine Alliance ,  the World Health Organization , the Coalition for Epidemic Preparedness Innovations , and others.  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX. 	COVID-19 Vaccines Global Access , abbreviated as COVAX , is a worldwide initiative aimed at equitable access to COVID-19 vaccines directed by Gavi, the Vaccine Alliance ,  the Coalition for Epidemic Preparedness Innovations , and the World Health Organization .  It is one of the three pillars of the Access to COVID-19 Tools Accelerator , an initiative begun in April 2020 by the WHO, the European Commission , and the government of France as a response to the COVID-19 pandemic . COVAX coordinates international resources to enable low-to-middle-income countries equitable access to COVID-19 tests , therapies , and vaccines .  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX.  However, as of 11 April 2021, COVAX is falling short of its goal, having delivered 38.5 million doses despite a goal of 100 million by the end of March.   As of 9 May 2021, the WHO has approved the Oxford–AstraZeneca , the Pfizer–BioNTech , the Moderna as well as the Sinopharm BBIBP-CorV and Johnson & Johnson vaccines for emergency use.  These vaccines can be distributed as part of COVAX.  	3.2433362
COVID-19 Vaccines Global Access , abbreviated as COVAX , is a global program that helps give COVID-19 vaccines to people living in poor countries led by Gavi, the Vaccine Alliance ,  the World Health Organization , the Coalition for Epidemic Preparedness Innovations , and others.  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX. 	COVID-19 Vaccines Global Access , abbreviated as COVAX , is a worldwide initiative aimed at equitable access to COVID-19 vaccines directed by Gavi, the Vaccine Alliance ,  the Coalition for Epidemic Preparedness Innovations , and the World Health Organization .  It is one of the three pillars of the Access to COVID-19 Tools Accelerator , an initiative begun in April 2020 by the WHO, the European Commission , and the government of France as a response to the COVID-19 pandemic . COVAX coordinates international resources to enable low-to-middle-income countries equitable access to COVID-19 tests , therapies , and vaccines .  By 15 July 2020, 165 countries – representing 60% of the human population – had joined COVAX.  However, as of 11 April 2021, COVAX is falling short of its goal, having delivered 38.5 million doses despite a goal of 100 million by the end of March.   As of 9 May 2021, the WHO has approved the Oxford–AstraZeneca , the Pfizer–BioNTech , the Moderna as well as the Sinopharm BBIBP-CorV and Johnson & Johnson vaccines for emergency use.  These vaccines can be distributed as part of COVAX.  	3.2433362
Remdesivir is a broad-spectrum antiviral medication created by the biopharmaceutical company Gilead Sciences .  It was designed to treat Ebola . As of 2020, remdesivir is being tested as a specific treatment for COVID-19 . It is being used for the sickest of patients during the pandemic .  It may shorten the time it takes to recover from the infection.  Treatment is given by injection into a vein .   On May 1, the United States Food and Drug Administration gave doctors permission to use remdesivir on patients with COVID-19.  Ordinarily, the FDA would test remdesivir first to see if it worked on patients with COVID-19, but because of the COVID-19 pandemic, they told doctors they could start using the drug before the tests were finished. In October 2020, the National Institutes of Health told the world the results of its tests: They studied 11,000 people and found that remdesivir did not help keep COVID-19 patients alive.  Gilead and some scientists said the results of the tests might not be correct. 	Remdesivir , sold under the brand name Veklury ,   is a broad-spectrum antiviral medication developed by the biopharmaceutical company Gilead Sciences .  It is administered via injection into a vein .   During the COVID-19 pandemic , remdesivir was approved or authorized for emergency use to treat COVID‑19 in around 50 countries.  Updated guidelines from the World Health Organization in November 2020 include a conditional recommendation against the use of remdesivir for the treatment of COVID-19. 	3.2351477
Remdesivir is a broad-spectrum antiviral medication created by the biopharmaceutical company Gilead Sciences .  It was designed to treat Ebola . As of 2020, remdesivir is being tested as a specific treatment for COVID-19 . It is being used for the sickest of patients during the pandemic .  It may shorten the time it takes to recover from the infection.  Treatment is given by injection into a vein .   On May 1, the United States Food and Drug Administration gave doctors permission to use remdesivir on patients with COVID-19.  Ordinarily, the FDA would test remdesivir first to see if it worked on patients with COVID-19, but because of the COVID-19 pandemic, they told doctors they could start using the drug before the tests were finished. In October 2020, the National Institutes of Health told the world the results of its tests: They studied 11,000 people and found that remdesivir did not help keep COVID-19 patients alive.  Gilead and some scientists said the results of the tests might not be correct. 	Remdesivir , sold under the brand name Veklury ,   is a broad-spectrum antiviral medication developed by the biopharmaceutical company Gilead Sciences .  It is administered via injection into a vein .   During the COVID-19 pandemic , remdesivir was approved or authorized for emergency use to treat COVID‑19 in around 50 countries.  Updated guidelines from the World Health Organization in November 2020 include a conditional recommendation against the use of remdesivir for the treatment of COVID-19. 	3.2351477
A tension headache is a common form of headache . Tension headaches affect the head , eyes and nearby areas of the body. They are very common with adults. Females are twice as likely as males to have them.  Tension headaches may be caused by:	Tension headache , also known as stress headache , or tension-type headache , is the most common type of primary headache . The pain can radiate from the lower back of the head, the neck, eyes or other muscle groups in the body typically affecting both sides of the head. Tension-type headaches account for nearly 90% of all headaches. Pain medication, such as aspirin and ibuprofen , are effective for the treatment of tension headache.   Tricyclic antidepressants appear to be useful for prevention.  Evidence is poor for SSRIs , propranolol and muscle relaxants .   As of 2016, tension headaches affect about 1.89 billion people  and are more common in women than men . 	3.2334146
Cannabis drug testing describes many drug testing methods for the use of cannabis in medicine, sport, and law.  Cannabis use is easy to detect using urine testing, hair analysis and breath. There are some ways to cheat such a test using synthetic urine or human hair - making blood testing the most effective.  Unlike alcohol, Cannabis testing is time consuming, expensive and cannot give accurate time of consuming and level of intoxication.  The lack of good testing methods and universal intoxication level scale is an issue in the legality of cannabis debate, especially regarding intoxicated driving . 	Cannabis drug testing describes various drug test methodologies for the use of cannabis in medicine, sport, and law. Cannabis use is highly detectable and can be detected by urinalysis , hair analysis , as well as saliva tests for days or weeks. Unlike alcohol, for which impairment can be reasonably measured using a breathalyser , valid detection for cannabis is time-consuming, and tests cannot determine an approximate degree of impairment. The lack of suitable tests and agreed-upon intoxication levels is an issue in the legality of cannabis , especially regarding intoxicated driving . The concentrations obtained from such analyses can often be helpful in distinguishing active use from passive exposure, elapsed time since use, and extent or duration of use. Although between 2000-2020 there had been a recall for 80% of at home drug testing kits. Because of this many companies took action and the industries identified the contents of these products which led them to take efforts of identifying the problem by finding a solution involving the chemical immunoassay. This was the main cause of why drug tests were so unreliable for the time being.	3.230586
