Simple	English	semantic-similarity
A fugue state   is a rare psychiatric disorder . It involves temporary loss of memory . It usually only lasts a short time , but can last months or longer. In a fugue state, the person not only forgets all about who they are, but may suddenly adopt a new identity . They may leave home and wander , settle in another area with a new name. Fugue occurs to avoid stress and anxiety . After the fugue state comes to an end, the person recovers the memories they lost, but usually forgets all that happened during the fugue.	Dissociative fugue , formerly fugue state or psychogenic fugue , is a dissociative disorder  and a rare psychiatric disorder characterized by reversible amnesia for personal identity, including the memories , personality , and other identifying characteristics of individuality . The state can last days, months or longer. Dissociative fugue usually involves unplanned travel or wandering and is sometimes accompanied by the establishment of a new identity. It is a facet of dissociative amnesia , according to the fifth edition of the Diagnostic and Statistical Manual of Mental Disorders . After recovery from a fugue state, previous memories usually return intact, and further treatment is unnecessary. Additionally, an episode of fugue is not characterized as attributable to a psychiatric disorder if it can be related to the ingestion of psychotropic substances, to physical trauma, to a general medical condition, or to dissociative identity disorder ,  delirium , or dementia .  Fugues are precipitated by a series of long-term traumatic episodes. It is most commonly associated with childhood victims of sexual abuse who learn over time to dissociate memory of the abuse . Symptoms of a dissociative fugue include mild confusion and once the fugue ends, possible depression , grief, shame, and discomfort. People have also experienced a post-fugue anger .  Another symptom of the fugue state can consist of loss of one's identity. 	3.0978425
Sore throat or throat pain is pain in a person's throat . About 7.5% or ​ 3 ⁄ 40 of people have sore throat in any three-month period. Most of the time, it is caused by viral pharyngitis . It can also be caused by bad tonsils , trauma , strep throat , tumors , and other problems. Treatment varies with the different causes, but the painful symptoms can be helped with medicine such as cough drops or, in China , pear-syrup candy .	Sore throat , also known as throat pain , is pain or irritation of the throat . Sore throat is usually caused by a viral infection or a group A streptococcus  bacterial infection.  Other causes include pharyngitis , tonsillitis , or dehydration , which leads to the throat drying up. It can also result from trauma . The majority of sore throats are caused by a virus, for which antibiotics are not helpful.  A strong association between antibiotic misuse and antibiotic resistance has been shown.  For sore throat caused by bacteria , treatment with antibiotics may help the person get better faster, reduce the risk that the bacterial infection does not spread, prevent retropharyngeal abscesses and quinsy , and reduce the risk of other complications such as rheumatic fever and rheumatic heart disease .  In most developed countries , post-streptococcal diseases have become far less common. For this reason, awareness and public health initiatives to promote minimizing the use of antibiotics for viral infections has become the focus.  Approximately 35% of childhood sore throats and 5-25% of adults sore throats are caused by a bacterial infection from group A streptococcus.  Sore throats that are "non-group A streptococcus" are assumed to be caused by a viral infection. Sore throat is a common reason for people to visit their primary care doctors and the top reason for antibiotic prescriptions by primary care practitioners such as family doctors.  In the United States, about 1% of all visits to the hospital emergency department, physician office and medical clinics, and outpatient clinics are for sore throat . 	3.0946414
Antacids  are used to help stop indigestion .  People may get indigestion if they eat too much or if they have eaten too fast. With indigestion, the liquid in the stomach will become more acidic. Antacids will neutralise the acids. The reaction that is happening is called neutralisation . This is because the tablets are alkaline and the liquids in the stomach are acidic. This reaction between the stomach acids and the antacid will make the acid change into harmless substances such as water or salt. An example of an antacid is milk of magnesia . Side effects from taking antacids are rare, but can include both constipation and diarrhea .  They are also high in sodium so people with a heart condition on a low salt diet should ask their doctor before taking them. 	An antacid is a substance which neutralizes stomach acidity and is used to relieve heartburn , indigestion or an upset stomach.  Some antacids have been used in the treatment of constipation and diarrhea .  Currently marketed antacids contain salts of aluminum , calcium , magnesium , or sodium .  Some preparations contain a combination of two salts, such as magnesium carbonate and aluminum hydroxide .  Antacids are available over the counter and are taken by mouth to quickly relieve occasional heartburn , the major symptom of gastroesophageal reflux disease and indigestion . Treatment with antacids alone is symptomatic and only justified for minor symptoms.  Alternative uses for antacids include constipation, diarrhea,  hyperphosphatemia, and urinary alkalization.  Some antacids are also used as an adjunct to pancreatic enzyme replacement therapy in the treatment of pancreatic insufficiency .  Non-particulate antacids  increase gastric pH with little or no effect on gastric volume, and therefore may see some limited use in pre-operative procedures. Sodium citrate should be given within 1 hour of surgery to be the most effective. 	3.0913465
Social distancing , also less confusingly called physical distancing is one way to help stop the spread of infection from viruses and bacteria between people. The goal is to lower the chance for an infection to spread from person to person. This can reduce the number of infected people at one time, which lowers the burden on health care. By lowering the number of people who get sick, lives can also be saved.   Social distancing works for infections that are spread by droplets , physical contact, contaminated surfaces, or in the air.  Social distancing does not work well for infections that are spread through food, water, or insects.  Types of social distancing are: All of these may have negative effects on people.    However, these may be preferred to the effects of a specific disease.	In public health, social distancing , also called physical distancing ,    is a set of non-pharmaceutical interventions or measures intended to prevent the spread of a contagious disease by maintaining a physical distance between people and reducing the number of times people come into close contact with each other.   It usually involves keeping a certain distance from others  and avoiding gathering together in large groups.   By minimising the probability that a given uninfected person will come into physical contact with an infected person, the disease transmission can be suppressed, resulting in fewer deaths .  The measures may be used in combination with others, such as good respiratory hygiene , face masks and hand washing .   To slow down the spread of infectious diseases and avoid overburdening healthcare systems, particularly during a pandemic , several social-distancing measures are used, including the closing of schools and workplaces, isolation , quarantine , restricting the movement of people and the cancellation of mass gatherings .   Drawbacks of social distancing can include loneliness , reduced productivity and the loss of other benefits associated with human interaction . 	3.086641
Amphetamine mixed salts  is a medication used in the treatment of attention-deficit hyperactivity disorder  and narcolepsy .  It is sold under the brand name Adderall . The drug contains a mixture of the salts of amphetamine and dextroamphetamine . Both of these salts act as stimulants . The drug therefore helps people stay alert and concentrate on what they are doing. The downside of this medication is decreased fatigue, and decreased appetite. The sustained-release  formulation is sold under the brand name Adderall XR. This formulation is designed to provide therapeutic effect and plasma concentrations. This is the same as taking two doses 4 hours apart.  The normal dosage of Adderall XR is 20 milligrams. Adderall is a DEA Schedule II controlled substances. Its Schedule II status indicates its potential for abuse and dependence. While it does have medicinal use, abuse of the drug may lead to an addiction, clinically termed a stimulant use disorder. 	Adderall and Mydayis  are trade names  for a combination drug containing four salts of amphetamine . The mixture is composed of equal parts racemic amphetamine and dextroamphetamine , which produces a  ratio between dextroamphetamine and levoamphetamine , the two enantiomers of amphetamine. Both enantiomers are stimulants , but differ enough to give Adderall an effects profile distinct from those of racemic amphetamine or dextroamphetamine,   which are marketed as Evekeo and Dexedrine/Zenzedi, respectively.    Adderall is used in the treatment of attention deficit hyperactivity disorder  and narcolepsy . It is also used as an athletic performance enhancer , cognitive enhancer , appetite suppressant , and recreationally as an aphrodisiac and euphoriant . It is a central nervous system  stimulant of the phenethylamine class .  Adderall is generally well tolerated and effective in treating the symptoms of ADHD and narcolepsy. At therapeutic doses, Adderall causes emotional and cognitive effects such as euphoria , change in sex drive , increased wakefulness , and improved cognitive control . At these doses, it induces physical effects such as a faster reaction time, fatigue resistance, and increased muscle strength. In contrast, much larger doses of Adderall can impair cognitive control, cause rapid muscle breakdown , provoke panic attacks , or induce a psychosis . The side effects of Adderall vary widely among individuals, but most commonly include insomnia , dry mouth , loss of appetite , and weight loss . The risk of developing an addiction or dependence is insignificant when Adderall is used as prescribed at fairly low daily doses, such as those used for treating ADHD; however, the routine use of Adderall in larger daily doses poses a significant risk of addiction or dependence due to the pronounced reinforcing effects that are present at high doses. Recreational doses of amphetamine are generally much larger than prescribed therapeutic doses , and carry a far greater risk of serious adverse effects. 	3.0857055
Autotransplantation is transplanting tissues from one part of the body to another part of the same person. Skin grafts are a common example. Another example: a piece of bone  is removed and ground into a paste when reconstructing another portion of bone.	Autotransplantation is the transplantation of organs , tissues , or even particular proteins from one part of the body to another in the same person . The autologous tissue  transplanted by such a procedure is called an autograft or autotransplant .  It is contrasted with allotransplantation , Syngeneic transplantation  and xenotransplantation .	3.0836666
The Diagnostic and Statistical Manual of Mental Disorders   is a guide to grouping mental disorders . It is published by the American Psychiatric Association . It is used in the United States and around the world by doctors , researchers, health insurance companies, companies which make medicine, and others. There have been five revisions since it was first published in 1952. Each time, more mental disorders were added, although some have been removed and are no longer seen as mental disorders. An example of this is homosexuality. The manual was developed from systems for collecting census and psychiatric hospital statistics , and from a manual written by the US Army . A lot of changes were made to it in 1980. The last time it was greatly changed was the fourth edition , published in 1994, but small changes to text were made in a 2000 version. The fifth edition  was published May 2013. The DSM has been criticized for being too influenced by the drug industry. The International Statistical Classification of Diseases and Related Health Problems , ICD, has a section about mental and behavioral disorders which is different from the DSM. The ICD, not the DSM, is the system used by the United States government. 	The Diagnostic and Statistical Manual of Mental Disorders  is a publication by the American Psychiatric Association  for the classification of mental disorders using a common language and standard criteria. It is used - mainly in the USA - by clinicians, researchers, psychiatric drug regulation agencies, health insurance companies, pharmaceutical companies , the legal system, and policymakers. The DSM evolved from systems for collecting census and psychiatric hospital statistics, as well as from a United States Army manual. Revisions since its first publication in 1952 have incrementally added to the total number of mental disorders , while removing those no longer considered to be mental disorders.	3.0820744
Fluoxetine hydrochloride is an antidepressant medication . It is used as a drug against various illnesses, like depression , obsessive-compulsive disorder , Panic disorder , and other illnesses. Fluoxetine is a one of a group of antidepressants called selective serotonin reuptake inhibitors . It is commonly known as Prozac . There are newer drugs available to treat these conditions. Nevertheless, it remains very popular. Over 23.1 million prescriptions for fluoxetine were filled in the United States in 2006. This makes it the third most prescribed antidepressant. 	Fluoxetine , sold under the brand names Prozac and Sarafem among others, is an antidepressant of the selective serotonin reuptake inhibitor  class.  It is used for the treatment of major depressive disorder , obsessive–compulsive disorder , bulimia nervosa , panic disorder , and premenstrual dysphoric disorder .  It is also approved for treatment of major depressive disorder in adolescents and children 8 years of age and over.  It has also been used to treat premature ejaculation .  Fluoxetine is taken by mouth .  Common side effects include indigestion, trouble sleeping, sexual dysfunction, loss of appetite, dry mouth, and  rash. Serious side effects include serotonin syndrome , mania , seizures , an increased risk of suicidal behavior in people under 25 years old, and an increased risk of bleeding.  Discontinuation syndrome is less likely to occur with fluoxetine than with other antidepressants, but it still happens in many cases. Fluoxetine taken during pregnancy is associated with significant increase in congenital heart defects in the newborns.   It has been suggested that fluoxetine therapy may be continued during breastfeeding if it was used during pregnancy or if other antidepressants were ineffective.  Its mechanism of action is unknown, but some hypothesize that it is related to serotonin activity in the brain.	3.0819902
Amnesia is a what doctors call a loss or disturbance of memory . It is a loss of memory, that is to say, a person cannot remember certain things. Amnesia can be caused when someone has brain damage , a disease or when something really stressful happens. There are two "main types": The fact that adults usually cannot remember events that occurred in early childhood is called "infantile amnesia". It is attributed to the development of the brain or that of the child. It is not seen as a form of amnesia comparable to the other types. There are three main categories in which amnesia can happen to a person.	Amnesia is a deficit in memory caused by brain damage or disease,  but it can also be caused temporarily by the use of various sedatives and hypnotic drugs . The memory can be either wholly or partially lost due to the extent of damage that was caused.  There are two main types of amnesia: retrograde amnesia and anterograde amnesia . Retrograde amnesia is the inability to retrieve information that was acquired before a particular date, usually the date of an accident or operation.  In some cases the memory loss can extend back decades, while in others the person may lose only a few months of memory. Anterograde amnesia is the inability to transfer new information from the short-term store into the long-term store. People with anterograde amnesia cannot remember things for long periods of time. These two types are not mutually exclusive; both can occur simultaneously.  Case studies also show that amnesia is typically associated with damage to the medial temporal lobe . In addition, specific areas of the hippocampus  are involved with memory. Research has also shown that when areas of the diencephalon are damaged, amnesia can occur. Recent studies have shown a correlation between deficiency of RbAp48 protein and memory loss . Scientists were able to find that mice with damaged memory have a lower level of RbAp48 protein compared to normal, healthy mice.   In people suffering with amnesia, the ability to recall immediate information is still retained,     and they may still be able to form new memories. However, a severe reduction in the ability to learn new material and retrieve old information can be observed. Patients can learn new procedural knowledge. In addition, priming  can assist amnesiacs in the learning of fresh non-declarative knowledge.  Amnesic patients also retain substantial intellectual, linguistic, and social skill despite profound impairments in the ability to recall specific information encountered in prior learning episodes.   	3.0808914
Childbed fever is an bacterial infection of the female reproductive tract, which occurs after a woman has given birth or after a miscarriage . It is also known as postpartum infection , or puerperal fever . In the developed world, it affects about one to two percent of all births. It can develop into a life-threatening sepsis . Cesarean section is one of the risk factors. For this reason, all women undergoing a Cesarean section receive antibiotics .	Postpartum infections , also known as childbed fever and puerperal fever , are any bacterial infections of the female reproductive tract following childbirth or miscarriage .  Signs and symptoms usually include a fever greater than 38.0 °C , chills, lower abdominal pain, and possibly bad-smelling vaginal discharge .  It usually occurs after the first 24 hours and within the first ten days following delivery.  The most common infection is that of the uterus and surrounding tissues known as puerperal sepsis , postpartum metritis , or postpartum endometritis .   Risk factors include Caesarean section , the presence of certain bacteria such as group B streptococcus in the vagina, premature rupture of membranes , multiple vaginal exams , manual removal of the placenta , and prolonged labour among others.   Most infections involve a number of types of bacteria.  Diagnosis is rarely helped by culturing of the vagina or blood.  In those who do not improve, medical imaging may be required.  Other causes of fever following delivery include breast engorgement , urinary tract infections , infections of an abdominal incision or an episiotomy , and atelectasis .   Due to the risks following Caesarean section, it is recommended that all women receive a preventive dose of antibiotics such as ampicillin around the time of surgery.  Treatment of established infections is with antibiotics, with most people improving in two to three days.  In those with mild disease, oral antibiotics may be used; otherwise intravenous antibiotics are recommended.  Common antibiotics include a combination of ampicillin and gentamicin following vaginal delivery or clindamycin and gentamicin in those who have had a C-section.  In those who are not improving with appropriate treatment, other complications such an abscess should be considered. 	3.0805879
Physical dependence is a term used in medicine : If a drug is taken regularly, a certain level of tolerance may have developed. Abruptly stopping to use the drug will cause drug withdrawal symptoms. If the drug has been taken for a longer period of time, or the dosage was higher, the withdrawal symptoms will be more severe. Well known drugs with withdrawal symptoms include opioids , alcohol , and may of the drugs knownn as neuroleptics .	Physical dependence is a physical condition caused by chronic use of a tolerance -forming drug, in which abrupt or gradual drug withdrawal causes unpleasant physical symptoms.   Physical dependence can develop from low-dose therapeutic use of certain medications such as benzodiazepines, opioids, antiepileptics and antidepressants, as well as the recreational misuse of drugs such as alcohol, opioids and benzodiazepines. The higher the dose used, the greater the duration of use, and the earlier age use began are predictive of worsened physical dependence and thus more severe withdrawal syndromes. Acute withdrawal syndromes can last days, weeks or months. Protracted withdrawal syndrome, also known as post-acute-withdrawal syndrome or "PAWS", is a low-grade continuation of some of the symptoms of acute withdrawal, typically in a remitting-relapsing pattern, often resulting in relapse and prolonged disability of a degree to preclude the possibility of lawful employment. Protracted withdrawal syndrome can last for months, years, or depending on individual factors, indefinitely. Protracted withdrawal syndrome is noted to be most often caused by benzodiazepines .  To dispel the popular misassociation with addiction, physical dependence to medications is sometimes compared to dependence on insulin by persons with diabetes.  Physical dependence can manifest itself in the appearance of both physical and psychological symptoms which are caused by physiological adaptions in the central nervous system and the brain due to chronic exposure to a substance. Symptoms which may be experienced during withdrawal or reduction in dosage include increased heart rate and/or blood pressure, sweating, and tremors.  More serious withdrawal symptoms such as confusion , seizures , and visual hallucinations indicate a serious emergency and the need for immediate medical care. Sedative hypnotic drugs such as alcohol , benzodiazepines , and barbiturates are the only commonly available substances that can be fatal in withdrawal due to their propensity to induce withdrawal convulsions. Abrupt withdrawal from other drugs, such as opioids can cause an extremely painful withdrawal that is very rarely fatal in patients of general good health and with medical treatment, but is more often fatal in patients with weakened cardiovascular systems; toxicity is generally caused by the often-extreme increases in heart rate and blood pressure , or due to arrhythmia due to electrolyte imbalance caused by the inability to eat, and constant diarrhea and vomiting  associated with acute opioid withdrawal, especially in longer-acting substances where the diarrhea and emesis can continue unabated for weeks, although life-threatening complications are extremely rare, and nearly non-existent with proper medical management. Treatment for physical dependence depends upon the drug being withdrawn and often includes administration of another drug, especially for substances that can be dangerous when abruptly discontinued or when previous attempts have failed.  Physical dependence is usually managed by a slow dose reduction over a period of weeks, months or sometimes longer depending on the drug, dose and the individual.  A physical dependence on alcohol is often managed with a cross tolerant drug, such as long acting benzodiazepines to manage the alcohol withdrawal symptoms.	3.0724864
A diuretic is a chemical substance. This substance is either in a herb , or it has been separated and made into a drug . Diuretics increase the amount of urine that is secreted from the body. Diuretics are used as a treatment for heart failure , liver cirrhosis , hypertension and certain problems with the kidneys . Diuretics are often abused by people suffering form bulimia nervosa as a way to lose weight. Well-known substances that have diuretic properties are tea , coffee and alcohol .	A diuretic  is any substance that promotes diuresis , the increased production of urine . This includes forced diuresis . There are several categories of diuretics. All diuretics increase the excretion of water from bodies, although each class does so in a distinct way. Alternatively, an antidiuretic , such as vasopressin , is an agent or drug which reduces the excretion of water in urine. In medicine , diuretics are used to treat heart failure , liver cirrhosis , hypertension , influenza , water poisoning , and certain kidney diseases . Some diuretics, such as acetazolamide , help to make the urine more alkaline and are helpful in increasing excretion of substances such as aspirin in cases of overdose or poisoning. Diuretics are sometimes abused by people with an eating disorder , especially people with bulimia nervosa , with the goal of losing weight. The antihypertensive actions of some diuretics  are independent of their diuretic effect.   That is, the reduction in blood pressure is not due to decreased blood volume resulting from increased urine production , but occurs through other mechanisms and at lower doses than that required to produce diuresis . Indapamide was specifically designed with this in mind, and has a larger therapeutic window for hypertension  than most other diuretics.	3.0724223
Abdominal obesity , also called central body obesity , is a condition involving excess fat surrounding the abdomen and an increase in waist size in humans. Obesity in this area is linked to Type 2 Diabetes ,  insulin resistance and heart disease in humans of both genders.	Abdominal obesity , also known as central obesity and truncal obesity , is a condition when excessive abdominal fat around the stomach and abdomen has built up to the extent that it is likely to have a negative impact on health. Abdominal obesity has been strongly linked to cardiovascular disease ,  Alzheimer's disease , and other metabolic and vascular diseases .  Visceral and central abdominal fat and waist circumference show a strong association with type 2 diabetes .  Visceral fat , also known as organ fat or intra-abdominal fat , is located inside the peritoneal cavity , packed in between internal organs and torso , as opposed to subcutaneous fat , which is found underneath the skin , and intramuscular fat , which is found interspersed in skeletal muscle . Visceral fat is composed of several adipose depots including mesenteric , epididymal white adipose tissue , and perirenal fat . An excess of adipose visceral fat is known as central obesity, the "pot belly" or "beer belly" effect, in which the abdomen protrudes excessively. This body type is also known as "apple shaped", as opposed to "pear shaped" in which fat is deposited on the hips and buttocks.	3.0696003
Gastric bypass surgery is a surgery in which the stomach is divided and the gastrointestinal tract is redirected. The surgery is performed on people who have morbid obesity or have type 2 diabetes , high blood pressure or other weight-related health problems. As with all surgery, problems may occur. Some people could die after having the surgery. Gastric bypass surgery can be done using methods that make only small incisions  into the abdomen . It is one of the most difficult surgeries to perform that way. Advantages of using those methods include that patients don't have to stay in the hospital as long, they have less pain, it doesn't take as long to recover, and the scars are smaller. 	Gastric bypass surgery refers to a technique in which the stomach is divided into a small upper pouch and a much larger lower "remnant" pouch and then the small intestine is rearranged to connect to both. Surgeons have developed several different ways to reconnect the intestine, thus leading to several different gastric bypass procedures . Any GBP leads to a marked reduction in the functional volume of the stomach, accompanied by an altered physiological and physical response to food. The operation is prescribed to treat morbid obesity , type 2 diabetes , hypertension , sleep apnea , and other comorbid conditions. Bariatric surgery is the term encompassing all of the surgical treatments for morbid obesity, not just gastric bypasses, which make up only one class of such operations. The resulting weight loss, typically dramatic, markedly reduces comorbidities. The long-term mortality rate of gastric bypass patients has been shown to be reduced by up to 40%.   As with all surgery, complications may occur.  A study from 2005 to 2006 revealed that 15% of patients experience complications as a result of gastric bypass, and 0.5% of patients died within six months of surgery due to complications. 	3.0686133
In medicine , family history means information on medical disorders the direct blood relatives of a patient may have had. Many healthcare professionals look at the information on family medical problems, such as autism , diabetes , mental illness , autoimmune diseases , cancer .  Many medical conditions are carried only by the female line, including X-linked conditions. Others are carried by the male line, including Y-linked conditions.	In medicine , a family history  consists of information about disorders from which the direct blood relatives of the patient have suffered.  Genealogy typically includes very little of the medical history of the family , but the medical history could be considered a specific subset of the total history of a family.  Accurate knowledge of a patient's family history may identify a predisposition to developing certain illnesses, which can inform clinical decisions and allow effective management or even prevention of conditions.   Early mentions of family medical histories in medical literature date from the 1840s. Henry Ancell mentioned inquiring about the family history of a patient in a medical case study in 1842, noting that the patient's presenting concern appears to be present in relatives and remarking on the prolific reproduction of her female relatives.  In 1849, W.H. Walshe argued in a lecture at University College Hospital that in addition to a history of the presenting disease itself, a physician should also collect family history.  Walshe's lecture does not define or justify the family history, which may suggest that taking one was already in common practice. However, later 19th-century physicians did provide a specific apologia for family histories and in some cases explicitly noted that they were not yet being taken routinely. James Begbie argued that understanding the health of the entire family, including cousins, can help predict otherwise unpredictable illnesses that run in the family.  Begbie's use of the family history for both predictive and normative evaluation of the family anticipated Francis Galton , who championed the routine family history as a eugenic strategy in his 1883 text, Inquiries into Human Faculty and Its Development . Galton writes:	3.0660007
The COVID-19 pandemic was first detected in the U.S. state of Mississippi on March 12, 2020.	The COVID-19 pandemic was confirmed to have reached the U.S. state of Mississippi in March 2020. As of December 30, 2020  , Mississippi has administered 17,410 COVID-19 vaccine doses, equivalent to 0.58% of the population. 	3.064592
The COVID-19 pandemic was first detected in the U.S. state of Mississippi on March 12, 2020.	The COVID-19 pandemic was confirmed to have reached the U.S. state of Mississippi in March 2020. As of December 30, 2020  , Mississippi has administered 17,410 COVID-19 vaccine doses, equivalent to 0.58% of the population. 	3.064592
Frontotemporal dementia  is the clinical presentation of frontotemporal lobar degeneration . It is characterized by progressive neuronal loss predominantly involving the frontal or temporal lobes , and typical loss of over 70% of spindle neurons , while other neuron types remain intact.  Second only to Alzheimer's disease  in prevalence, FTD accounts for 20% of young-onset dementia cases.  Common signs and symptoms include significant changes in social and personal behavior, apathy, blunting of emotions, and deficits in both expressive and receptive language.	Frontotemporal dementia , or frontotemporal degeneration disease ,  or frontotemporal neurocognitive disorder ,  encompasses several types of dementia involving the frontal and temporal lobes .  FTDs are broadly presented as behavioral or language disorders.  The three main subtypes or variant syndromes are a behavioral variant  previously known as Pick's disease ,   and two variants of primary progressive aphasia – semantic variant , and nonfluent variant .   Two rare distinct subtypes of FTD are neuronal intermediate filament inclusion disease , and basophilic inclusion body disease.  Other related disorders include corticobasal syndrome and FTD  with amyotrophic lateral sclerosis  FTD-ALS also called FTD- MND .  Frontotemporal dementias are mostly early-onset syndromes that are linked to frontotemporal lobar degeneration ,  which is characterized by progressive neuronal loss predominantly involving the frontal or temporal lobes , and a typical loss of over 70% of spindle neurons , while other neuron types remain intact.  FTD was first described by Arnold Pick in 1892 and was originally called Pick's disease , a term now reserved only for behavioral variant FTD which shows the presence of Pick bodies and Pick cells.    Second only to Alzheimer's disease  in prevalence , FTD accounts for 20% of early-onset dementia cases.  Signs and symptoms typically manifest in late adulthood, more commonly between the ages of 45 and 65, approximately equally affecting men and women. 	3.0625207
A toothache is a pain felt in a person's tooth , normally when the tooth is hurt. A tooth can be hurt by tooth decay caused by plaque or by an injury .	Toothache , also known as dental pain ,  is pain in the teeth or their supporting structures, caused by dental diseases or pain referred to the teeth by non-dental diseases. When severe it may impact sleep, eating, and other daily activities. Common causes include inflammation of the pulp , , dentin hypersensitivity , apical periodontitis , dental abscesses , alveolar osteitis , acute necrotizing ulcerative gingivitis , and temporomandibular disorder . 	3.0519512
The therapeutic index is a number that tells how safe it is to use a drug. It is obtained by dividing two numbers: the dose needed so that half of all individuals show the desired effect, and the dose which will kill half of all the individuals.	The therapeutic index  is a quantitative measurement of the relative safety of a drug.  It is a comparison of the amount of a therapeutic agent that causes the therapeutic effect to the amount that causes toxicity.  The related terms therapeutic window or safety window refer to a range of doses which optimize between efficacy and toxicity, achieving the greatest therapeutic benefit without resulting in unacceptable side-effects or toxicity. Classically, in an established clinical indication setting of an approved drug, TI refers to the ratio of the dose of drug that causes adverse effects at an incidence/severity not compatible with the targeted indication  to the dose that leads to the desired pharmacological effect . In contrast, in a drug development setting TI is calculated based on plasma exposure levels.  In the early days of pharmaceutical toxicology, TI was frequently determined in animals as lethal dose of a drug for 50% of the population  divided by the minimum effective dose for 50% of the population . Today, more sophisticated toxicity endpoints are used.	3.0456827
Erythema ab igne is a rash of the skin , which is usually caused by the long-term exposure to heat or infrared radiation ,  and which is not a burn . Usually the name is abbreviated EAI . Other names include hot water bottle rash  fire stains ,  laptop thigh , granny's tartan and toasted skin syndrome .  Some people may complain of mild itchiness and a burning sensation. When a change in skin pigmentation can not be seen, it is often not noticed at all.	Erythema ab igne  , also known as hot water bottle rash ,  is a skin condition caused by long-term exposure to heat .  Prolonged thermal radiation exposure to the skin can lead to the development of reticulated erythema , hyperpigmentation, scaling and telangiectasias in the affected area. Some people may complain of mild itchiness and a burning sensation, but often, unless a change in pigmentation is seen, it can go unnoticed. Different types of heat sources can cause this condition such as: The pathogenesis of erythema ab igne remains unknown. It has been proposed that thermal radiation exposure can induce damage to superficial blood vessels that subsequently leads to epidermal vascular dilation. The dilation of vessels presents morphologically as the initially observed erythema.  Red blood cell extravasion and deposition of hemosiderin that follows clinically appears as hyperpigmentation, which can occur in a reticular distribution. It has also been proposed that the distribution of affected blood vessels — predominantly in the superficial subcutaneous plexus — results in the net-like pattern of erythema ab igne skin lesions.	3.0452816
A stay-at-home order  or a movement control order  is an order from a government to lower/end movements of a population as a mass quarantine move for stopping an epidemic , or pandemic . This is done by ordering residents to stay home except for essential tasks or to work in essential businesses. In many cases, outdoor activities are allowed. Nonessential businesses are either closed or made to working from home.  In some regions, it has added a curfew  or called a shelter-in-place order ,  but it is not to be confused with a shelter in place situation.  Similar measures have been used around the world, but the term lockdown is used instead.  	A stay-at-home order , safer-at-home order , movement control order , or lockdown restrictions  – also referred to by loose use of the terms  quarantine ,  isolation , or lockdown – is an order from a government authority that restricts movements of a population as a mass quarantine strategy for suppressing or mitigating an epidemic or pandemic by ordering residents to stay home except for essential tasks or for work in essential businesses. The medical distinction between such an order and a quarantine is that a quarantine is usually understood to involve isolating only selected people who are considered to be possibly infectious rather than the entire population of an area  In many cases, outdoor activities are allowed. Non-essential businesses are either closed or adapted to working from home .  In some regions, it has been implemented as a round-the-clock curfew  or called a shelter-in-place order ,  but it is not to be confused with a shelter-in-place situation.  Similar measures have been used around the world, and, both officially and colloquially, different names have been used to refer to them, often only very loosely linked to the term's actual medical meaning. Examples include confinement ,  isolation ,  quarantine , lockdown or ‘strict social distancing measures’.  Stay-at-home orders have colloquially  been referred to as quarantine or lockdown - but some officials have a concern that the word lockdown may send a wrong message for people to incorrectly think that it includes door-to-door searching for infected people to be forced into quarantines similar to the Hubei lockdown .  The term lockdown was used by the media and the World Health Organization  to describe the action taken in January 2020 by the government of China to restrict movements of people in order to control the outbreak of coronavirus disease 2019  in Wuhan .   When Italian authorities imposed a strict quarantine order in the northern part of the country, the media also used the term lockdown, which was used for Spain and France , as well as other countries around the world.     Although it is not a technical term in public health or laws, the media continued to use lockdown to describe the actions taken by these governments.  As the lockdowns were expanded to other countries, there was a shift in the definitions. Measures are less restrictive and other terms emerged in attempts to differentiate from the most restrictive measure in China.  When the authorities in San Francisco Bay Area in the United States issued an order in March 2020 for residents to stay home to control the outbreak of COVID-19, they called it a shelter-in-place order .  People were not familiar with it as the term shelter in place had been used in other emergency situations such as an active shooter which would require seeking a safe place to hide within the same building that the person already occupies until the situation is resolved.  This caused confusion to the residents under the order on what exactly they are supposed to do. 	3.0442214
